created_at;full_text;label;casefold;cleaned;tokens;stopword_removed;stemmed;final_text
Wed Oct 30 13:48:58 +0000 2024; Nah pas bgt kan piw vibesnya. Aespa lg goes to campus! Yuk bisa yuk winalle muncul ke permukaan ï¸ ï¸ï¸ï¸ï¸ï¸â€ #tellonym https://t.co/qFghrohDzo;Opini/Ekspresi; nah pas bgt kan piw vibesnya. aespa lg goes to campus! yuk bisa yuk winalle muncul ke permukaan ï¸ ï¸ï¸ï¸ï¸ï¸â€ #tellonym https://t.co/qfghrohdzo;nah pas bgt kan piw vibesnya aespa lg goes to campus yuk bisa yuk winalle muncul ke permukaan tellonym;['nah', 'pas', 'bgt', 'kan', 'piw', 'vibesnya', 'aespa', 'lg', 'goes', 'to', 'campus', 'yuk', 'bisa', 'yuk', 'winalle', 'muncul', 'ke', 'permukaan', 'tellonym'];['nah', 'pas', 'bgt', 'kan', 'piw', 'vibesnya', 'lg', 'goes', 'campus', 'yuk', 'yuk', 'winalle', 'muncul', 'permukaan', 'tellonym'];['nah', 'pas', 'bgt', 'kan', 'piw', 'vibesnya', 'lg', 'goes', 'campus', 'yuk', 'yuk', 'winalle', 'muncul', 'muka', 'tellonym'];nah pas bgt kan piw vibesnya lg goes campus yuk yuk winalle muncul muka tellonym
Wed Oct 30 22:14:37 +0000 2024;Bisa bisanya mimpi nonton konser aespa..... tapi rasa festival soalnya pake ada infinite enhypen sama suju pula ;Opini/Ekspresi;bisa bisanya mimpi nonton konser aespa..... tapi rasa festival soalnya pake ada infinite enhypen sama suju pula ;bisa bisanya mimpi nonton konser aespa tapi rasa festival soalnya pake ada infinite enhypen sama suju pula;['bisa', 'bisanya', 'mimpi', 'nonton', 'konser', 'aespa', 'tapi', 'rasa', 'festival', 'soalnya', 'pake', 'ada', 'infinite', 'enhypen', 'sama', 'suju', 'pula'];['bisanya', 'mimpi', 'nonton', 'konser', 'rasa', 'festival', 'soalnya', 'pake', 'infinite', 'enhypen', 'sama', 'suju'];['bisa', 'mimpi', 'nonton', 'konser', 'rasa', 'festival', 'soal', 'pake', 'infinite', 'enhypen', 'sama', 'suju'];bisa mimpi nonton konser rasa festival soal pake infinite enhypen sama suju
Wed Oct 30 14:47:20 +0000 2024;esell! 2025 SM ARTIST SEASON S GREETINGS NCTDREAM NCT127 WAYV NCTWISH SUJU SHINEE TVXQ GG RV AESPA bisa CICILAN start 200K detail cek dibawah ini minat bisa langsung DM @JajananFangirl ada GO https://t.co/QLtC30HxfN https://t.co/sC82vdZ4US;Promosi;esell! 2025 sm artist season s greetings nctdream nct127 wayv nctwish suju shinee tvxq gg rv aespa bisa cicilan start 200k detail cek dibawah ini minat bisa langsung dm @jajananfangirl ada go https://t.co/qltc30hxfn https://t.co/sc82vdz4us;esell sm artist season s greetings nctdream nct wayv nctwish suju shinee tvxq gg rv aespa bisa cicilan start k detail cek dibawah ini minat bisa langsung dm ada go;['esell', 'sm', 'artist', 'season', 's', 'greetings', 'nctdream', 'nct', 'wayv', 'nctwish', 'suju', 'shinee', 'tvxq', 'gg', 'rv', 'aespa', 'bisa', 'cicilan', 'start', 'k', 'detail', 'cek', 'dibawah', 'ini', 'minat', 'bisa', 'langsung', 'dm', 'ada', 'go'];['esell', 'sm', 'artist', 'season', 'greetings', 'nctdream', 'nct', 'wayv', 'nctwish', 'suju', 'shinee', 'tvxq', 'gg', 'rv', 'cicilan', 'start', 'k', 'detail', 'cek', 'dibawah', 'minat', 'langsung', 'dm', 'go'];['esell', 'sm', 'artist', 'season', 'greetings', 'nctdream', 'nct', 'wayv', 'nctwish', 'suju', 'shinee', 'tvxq', 'gg', 'rv', 'cicil', 'start', 'k', 'detail', 'cek', 'bawah', 'minat', 'langsung', 'dm', 'go'];esell sm artist season greetings nctdream nct wayv nctwish suju shinee tvxq gg rv cicil start k detail cek bawah minat langsung dm go
Wed Oct 30 14:46:44 +0000 2024;esell! ada yang lagi cari go SM stand esp NCT AESPA RIIZE EXO RED VELVET dll ? yuk join go SM AREA by @Goldendream_ina Surabaya ðŸ‡®ðŸ‡©3k ðŸ‡°ðŸ‡·12.0 ðŸ‡¯ðŸ‡µ110 ðŸ‡¹ðŸ‡­450 ðŸ‡¨ðŸ‡³2235 ðŸ‡µðŸ‡­305 ðŸ‡ºðŸ‡¸15k LINK GO https://t.co/2sa8qbRGmT;Promosi;esell! ada yang lagi cari go sm stand esp nct aespa riize exo red velvet dll ? yuk join go sm area by @goldendream_ina surabaya ðÿ‡®ðÿ‡©3k ðÿ‡°ðÿ‡·12.0 ðÿ‡¯ðÿ‡µ110 ðÿ‡¹ðÿ‡­450 ðÿ‡¨ðÿ‡³2235 ðÿ‡µðÿ‡­305 ðÿ‡ºðÿ‡¸15k link go https://t.co/2sa8qbrgmt;esell ada yang lagi cari go sm stand esp nct aespa riize exo red velvet dll yuk join go sm area by surabaya k k link go;['esell', 'ada', 'yang', 'lagi', 'cari', 'go', 'sm', 'stand', 'esp', 'nct', 'aespa', 'riize', 'exo', 'red', 'velvet', 'dll', 'yuk', 'join', 'go', 'sm', 'area', 'by', 'surabaya', 'k', 'k', 'link', 'go'];['esell', 'cari', 'go', 'sm', 'stand', 'esp', 'nct', 'riize', 'exo', 'red', 'velvet', 'yuk', 'join', 'go', 'sm', 'area', 'surabaya', 'k', 'k', 'link', 'go'];['esell', 'cari', 'go', 'sm', 'stand', 'esp', 'nct', 'riize', 'exo', 'red', 'velvet', 'yuk', 'join', 'go', 'sm', 'area', 'surabaya', 'k', 'k', 'link', 'go'];esell cari go sm stand esp nct riize exo red velvet yuk join go sm area surabaya k k link go
Wed Oct 30 13:42:46 +0000 2024; aespa hari ini lagi caper ke degem (dede gemes) di univ apalagi si winter winter itu #tellonym https://t.co/vHxG1hMMlq;Informasi; aespa hari ini lagi caper ke degem (dede gemes) di univ apalagi si winter winter itu #tellonym https://t.co/vhxg1hmmlq;aespa hari ini lagi caper ke degem dede gemes di univ apalagi si winter winter itu tellonym;['aespa', 'hari', 'ini', 'lagi', 'caper', 'ke', 'degem', 'dede', 'gemes', 'di', 'univ', 'apalagi', 'si', 'winter', 'winter', 'itu', 'tellonym'];['hari', 'caper', 'degem', 'dede', 'gemes', 'univ', 'si', 'winter', 'winter', 'tellonym'];['hari', 'caper', 'degem', 'dede', 'gemes', 'univ', 'si', 'winter', 'winter', 'tellonym'];hari caper degem dede gemes univ si winter winter tellonym
Wed Oct 30 16:17:13 +0000 2024;kaa zell kenapa kamu vibes nya estetik ibu peri bangettt aku yang cewe aja suka liatnyaaa!!! and also semua au kamu keren ibu periii darimana kamu ga salah akun kan? tapi iyasih aku sering di kira taeyeon snsd padahal aku ini giselle aespa https://t.co/xWiPDIP9oT;Opini/Ekspresi;kaa zell kenapa kamu vibes nya estetik ibu peri bangettt aku yang cewe aja suka liatnyaaa!!! and also semua au kamu keren ibu periii darimana kamu ga salah akun kan? tapi iyasih aku sering di kira taeyeon snsd padahal aku ini giselle aespa https://t.co/xwipdip9ot;kaa zell kenapa kamu vibes nya estetik ibu peri bangettt aku yang cewe aja suka liatnyaaa and also semua au kamu keren ibu periii darimana kamu ga salah akun kan tapi iyasih aku sering di kira taeyeon snsd padahal aku ini giselle aespa;['kaa', 'zell', 'kenapa', 'kamu', 'vibes', 'nya', 'estetik', 'ibu', 'peri', 'bangettt', 'aku', 'yang', 'cewe', 'aja', 'suka', 'liatnyaaa', 'and', 'also', 'semua', 'au', 'kamu', 'keren', 'ibu', 'periii', 'darimana', 'kamu', 'ga', 'salah', 'akun', 'kan', 'tapi', 'iyasih', 'aku', 'sering', 'di', 'kira', 'taeyeon', 'snsd', 'padahal', 'aku', 'ini', 'giselle', 'aespa'];['kaa', 'zell', 'kamu', 'vibes', 'nya', 'estetik', 'ibu', 'peri', 'bangettt', 'aku', 'cewe', 'aja', 'suka', 'liatnyaaa', 'also', 'semua', 'au', 'kamu', 'keren', 'ibu', 'periii', 'darimana', 'kamu', 'ga', 'salah', 'akun', 'kan', 'iyasih', 'aku', 'sering', 'kira', 'taeyeon', 'snsd', 'padahal', 'aku', 'giselle'];['kaa', 'zell', 'kamu', 'vibes', 'nya', 'estetik', 'ibu', 'peri', 'bangettt', 'aku', 'cewe', 'aja', 'suka', 'liatnyaaa', 'also', 'semua', 'au', 'kamu', 'keren', 'ibu', 'periii', 'darimana', 'kamu', 'ga', 'salah', 'akun', 'kan', 'iyasih', 'aku', 'sering', 'kira', 'taeyeon', 'snsd', 'padahal', 'aku', 'giselle'];kaa zell kamu vibes nya estetik ibu peri bangettt aku cewe aja suka liatnyaaa also semua au kamu keren ibu periii darimana kamu ga salah akun kan iyasih aku sering kira taeyeon snsd padahal aku giselle
Wed Oct 30 23:16:43 +0000 2024;[VIDEO] 241030 aespa at Kyunghee University Festival #aespa #ì—ìŠ¤íŒŒ @aespa_official https://t.co/0UaujjlEQl;Informasi;[video] 241030 aespa at kyunghee university festival #aespa #ì—ìš¤íœœ @aespa_official https://t.co/0uaujjleql;video aespa at kyunghee university festival aespa;['video', 'aespa', 'at', 'kyunghee', 'university', 'festival', 'aespa'];['video', 'kyunghee', 'university', 'festival'];['video', 'kyunghee', 'university', 'festival'];video kyunghee university festival
Wed Oct 30 20:08:16 +0000 2024;Bulan ini galau era alasannya : 1. Nntn drama destined with you jd galauin ostnya + ost the king affection 2. Gr2 Elim rtk jd balik ke point 1 3. Blm pulih dr point 2 Kj left jd balik ke point 1 lg Yg menghibur hanya lagu aespa krn lg cb aja sisanya balik lg ke no.1 https://t.co/fZfVJptZgM;Opini/Ekspresi;bulan ini galau era alasannya : 1. nntn drama destined with you jd galauin ostnya + ost the king affection 2. gr2 elim rtk jd balik ke point 1 3. blm pulih dr point 2 kj left jd balik ke point 1 lg yg menghibur hanya lagu aespa krn lg cb aja sisanya balik lg ke no.1 https://t.co/fzfvjptzgm;bulan ini galau era alasannya nntn drama destined with you jd galauin ostnya ost the king affection gr elim rtk jd balik ke point blm pulih dr point kj left jd balik ke point lg yg menghibur hanya lagu aespa krn lg cb aja sisanya balik lg ke no;['bulan', 'ini', 'galau', 'era', 'alasannya', 'nntn', 'drama', 'destined', 'with', 'you', 'jd', 'galauin', 'ostnya', 'ost', 'the', 'king', 'affection', 'gr', 'elim', 'rtk', 'jd', 'balik', 'ke', 'point', 'blm', 'pulih', 'dr', 'point', 'kj', 'left', 'jd', 'balik', 'ke', 'point', 'lg', 'yg', 'menghibur', 'hanya', 'lagu', 'aespa', 'krn', 'lg', 'cb', 'aja', 'sisanya', 'balik', 'lg', 'ke', 'no'];['bulan', 'galau', 'era', 'alasannya', 'nntn', 'drama', 'destined', 'jd', 'galauin', 'ostnya', 'ost', 'king', 'affection', 'gr', 'elim', 'rtk', 'jd', 'balik', 'point', 'blm', 'pulih', 'dr', 'point', 'kj', 'left', 'jd', 'balik', 'point', 'lg', 'yg', 'menghibur', 'lagu', 'krn', 'lg', 'cb', 'aja', 'sisanya', 'balik', 'lg'];['bulan', 'galau', 'era', 'alas', 'nntn', 'drama', 'destined', 'jd', 'galauin', 'ostnya', 'ost', 'king', 'affection', 'gr', 'elim', 'rtk', 'jd', 'balik', 'point', 'blm', 'pulih', 'dr', 'point', 'kj', 'left', 'jd', 'balik', 'point', 'lg', 'yg', 'hibur', 'lagu', 'krn', 'lg', 'cb', 'aja', 'sisa', 'balik', 'lg'];bulan galau era alas nntn drama destined jd galauin ostnya ost king affection gr elim rtk jd balik point blm pulih dr point kj left jd balik point lg yg hibur lagu krn lg cb aja sisa balik lg
Wed Oct 30 12:26:50 +0000 2024;OYYYY NINGNING NYA MANA OYYY NINGNING JUGA MEMBER AESPA OYYYY @SMTOWNGLOBAL @aespa_official;Interaksi Fandom;oyyyy ningning nya mana oyyy ningning juga member aespa oyyyy @smtownglobal @aespa_official;oyyyy ningning nya mana oyyy ningning juga member aespa oyyyy;['oyyyy', 'ningning', 'nya', 'mana', 'oyyy', 'ningning', 'juga', 'member', 'aespa', 'oyyyy'];['oyyyy', 'ningning', 'nya', 'mana', 'oyyy', 'ningning', 'member', 'oyyyy'];['oyyyy', 'ningning', 'nya', 'mana', 'oyyy', 'ningning', 'member', 'oyyyy'];oyyyy ningning nya mana oyyy ningning member oyyyy
Wed Oct 30 14:57:45 +0000 2024;Hoshi Seventeen Berikan Dukungan Untuk Karina aespa Lewat Akun Instagramnya dan Tulis Caption ini! #Hoshi #SEVENTEEN #Karina #aespa https://t.co/jP6LH8BfQa;Informasi;hoshi seventeen berikan dukungan untuk karina aespa lewat akun instagramnya dan tulis caption ini! #hoshi #seventeen #karina #aespa https://t.co/jp6lh8bfqa;hoshi seventeen berikan dukungan untuk karina aespa lewat akun instagramnya dan tulis caption ini hoshi seventeen karina aespa;['hoshi', 'seventeen', 'berikan', 'dukungan', 'untuk', 'karina', 'aespa', 'lewat', 'akun', 'instagramnya', 'dan', 'tulis', 'caption', 'ini', 'hoshi', 'seventeen', 'karina', 'aespa'];['hoshi', 'seventeen', 'berikan', 'dukungan', 'karina', 'lewat', 'akun', 'instagramnya', 'tulis', 'caption', 'hoshi', 'seventeen', 'karina'];['hoshi', 'seventeen', 'ikan', 'dukung', 'karina', 'lewat', 'akun', 'instagramnya', 'tulis', 'caption', 'hoshi', 'seventeen', 'karina'];hoshi seventeen ikan dukung karina lewat akun instagramnya tulis caption hoshi seventeen karina
Mon Nov 18 08:25:27 +0000 2024;METAL CHINA with NINGNING #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #NINGNING #ë‹ë‹ #METALCHINA https://t.co/RtPzjMR4ww;Informasi;metal china with ningning #aespa #ã¦spa #ì—ìš¤íœœ #ningning #ë‹ë‹ #metalchina https://t.co/rtpzjmr4ww;metal china with ningning aespa spa ningning metalchina;['metal', 'china', 'with', 'ningning', 'aespa', 'spa', 'ningning', 'metalchina'];['metal', 'china', 'ningning', 'ningning', 'metalchina'];['metal', 'china', 'ningning', 'ningning', 'metalchina'];metal china ningning ningning metalchina
Mon Nov 18 08:25:02 +0000 2024;METAL CHINA with GISELLE #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ #METALCHINA https://t.co/Y3kNkhRcbj;Informasi;metal china with giselle #aespa #ã¦spa #ì—ìš¤íœœ #giselle #ì§€ì ¤ #metalchina https://t.co/y3knkhrcbj;metal china with giselle aespa spa giselle metalchina;['metal', 'china', 'with', 'giselle', 'aespa', 'spa', 'giselle', 'metalchina'];['metal', 'china', 'giselle', 'giselle', 'metalchina'];['metal', 'china', 'giselle', 'giselle', 'metalchina'];metal china giselle giselle metalchina
Wed Nov 06 09:58:41 +0000 2024;â¬† UP ! with #SUNWOO https://t.co/4wlcraPo0y #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #KARINA #ì¹´ë¦¬ë‚˜ #UP #SYNK_PARALLELLINE #THEBOYZ #ë”ë³´ì´ì¦ˆ #ì„ ìš° https://t.co/PaYzAKW3ad;Informasi;â¬† up ! with #sunwoo https://t.co/4wlcrapo0y #aespa #ã¦spa #ì—ìš¤íœœ #karina #ì¹´ë¦¬ë‚˜ #up #synk_parallelline #theboyz #ë”ë³´ì´ì¦ˆ #ì„ ìš° https://t.co/payzakw3ad;up with sunwoo aespa spa karina up synk parallelline theboyz;['up', 'with', 'sunwoo', 'aespa', 'spa', 'karina', 'up', 'synk', 'parallelline', 'theboyz'];['sunwoo', 'karina', 'synk', 'parallelline', 'theboyz'];['sunwoo', 'karina', 'synk', 'parallelline', 'theboyz'];sunwoo karina synk parallelline theboyz
Mon Nov 18 08:25:15 +0000 2024;METAL CHINA with WINTER â­ #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° #METALCHINA https://t.co/9H39b4Wsgo;Informasi;metal china with winter â­ #aespa #ã¦spa #ì—ìš¤íœœ #winter #ìœˆí„° #metalchina https://t.co/9h39b4wsgo;metal china with winter aespa spa winter metalchina;['metal', 'china', 'with', 'winter', 'aespa', 'spa', 'winter', 'metalchina'];['metal', 'china', 'winter', 'winter', 'metalchina'];['metal', 'china', 'winter', 'winter', 'metalchina'];metal china winter winter metalchina
Mon Nov 18 08:25:38 +0000 2024;METAL CHINA with aespa #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #METALCHINA https://t.co/xpzs8Xqp5c;Informasi;metal china with aespa #aespa #ã¦spa #ì—ìš¤íœœ #metalchina https://t.co/xpzs8xqp5c;metal china with aespa aespa spa metalchina;['metal', 'china', 'with', 'aespa', 'aespa', 'spa', 'metalchina'];['metal', 'china', 'metalchina'];['metal', 'china', 'metalchina'];metal china metalchina
Sat Nov 16 15:00:00 +0000 2024;aespa Debut 4th Anniversary 11.17 Congratulations! #aespa #Ã¦spa #ì—ìŠ¤íŒŒ https://t.co/3hFpFkHEL6;Interaksi Fandom;aespa debut 4th anniversary 11.17 congratulations! #aespa #ã¦spa #ì—ìš¤íœœ https://t.co/3hfpfkhel6;aespa debut th anniversary congratulations aespa spa;['aespa', 'debut', 'th', 'anniversary', 'congratulations', 'aespa', 'spa'];['debut', 'th', 'anniversary', 'congratulations'];['debut', 'th', 'anniversary', 'congratulations'];debut th anniversary congratulations
Sun Nov 17 14:28:44 +0000 2024;Happy Debut 4th Anniversary (~Ë˜â–¾Ë˜)~ https://t.co/gpALDQGI93 #aespa #Ã¦spa #ì—ìŠ¤íŒŒ https://t.co/eIZPJQBkvB;Informasi;happy debut 4th anniversary (~ë˜â–¾ë˜)~ https://t.co/gpaldqgi93 #aespa #ã¦spa #ì—ìš¤íœœ https://t.co/eizpjqbkvb;happy debut th anniversary aespa spa;['happy', 'debut', 'th', 'anniversary', 'aespa', 'spa'];['happy', 'debut', 'th', 'anniversary'];['happy', 'debut', 'th', 'anniversary'];happy debut th anniversary
Fri Nov 29 20:56:26 +0000 2024;aespa made history last year at MMA. can't wait for tomorrow https://t.co/fCX8nm6tAT;Informasi;aespa made history last year at mma. can't wait for tomorrow https://t.co/fcx8nm6tat;aespa made history last year at mma can t wait for tomorrow;['aespa', 'made', 'history', 'last', 'year', 'at', 'mma', 'can', 't', 'wait', 'for', 'tomorrow'];['made', 'history', 'last', 'year', 'mma', 'wait', 'tomorrow'];['made', 'history', 'last', 'year', 'mma', 'wait', 'tomorrow'];made history last year mma wait tomorrow
Fri Nov 29 19:52:41 +0000 2024;Shuhua being Winter biased since aespa's debut https://t.co/LdRNeTRBUw;Informasi;shuhua being winter biased since aespa's debut https://t.co/ldrnetrbuw;shuhua being winter biased since aespa s debut;['shuhua', 'being', 'winter', 'biased', 'since', 'aespa', 's', 'debut'];['shuhua', 'winter', 'biased', 'since', 'debut'];['shuhua', 'winter', 'biased', 'since', 'debut'];shuhua winter biased since debut
Wed Nov 20 09:04:31 +0000 2024;HAON ã€–Skrr (Feat. GISELLE of aespa)ã€— Melon: https://t.co/b2jXo3kbcL FLO: https://t.co/4l72WQw23B genie: https://t.co/o4G6dM0NcF NAVER VIBE: https://t.co/YBBWj8t2O8 Bugs: https://t.co/BxZfUBo1Ka #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ #Skrr #HAON https://t.co/LBm9Oe7Nlw;Informasi;haon ã€–skrr (feat. giselle of aespa)ã€— melon: https://t.co/b2jxo3kbcl flo: https://t.co/4l72wqw23b genie: https://t.co/o4g6dm0ncf naver vibe: https://t.co/ybbwj8t2o8 bugs: https://t.co/bxzfubo1ka #aespa #ã¦spa #ì—ìš¤íœœ #giselle #ì§€ì ¤ #skrr #haon https://t.co/lbm9oe7nlw;haon skrr feat giselle of aespa melon flo genie naver vibe bugs aespa spa giselle skrr haon;['haon', 'skrr', 'feat', 'giselle', 'of', 'aespa', 'melon', 'flo', 'genie', 'naver', 'vibe', 'bugs', 'aespa', 'spa', 'giselle', 'skrr', 'haon'];['haon', 'skrr', 'feat', 'giselle', 'melon', 'flo', 'genie', 'naver', 'vibe', 'bugs', 'giselle', 'skrr', 'haon'];['haon', 'skrr', 'feat', 'giselle', 'melon', 'flo', 'genie', 'naver', 'vibe', 'bugs', 'giselle', 'skrr', 'haon'];haon skrr feat giselle melon flo genie naver vibe bugs giselle skrr haon
Wed Nov 13 04:00:05 +0000 2024;aespa Debut 4th Anniversary OFFICIAL MD SALES NOTICE â–¶ Sales Dates PRE-SALES : 2024. 11. 13 (WED) 15:00 [KST] ~ ì†Œì§„ ì‹œê¹Œì§€ PRE-ORDERâ€¯: 2024. 11. 13 (WED) 15:00 ~ 2024. 11. 20 (WED) 23:59 [KST] https://t.co/bkfPhPqXox;Informasi;aespa debut 4th anniversary official md sales notice â–¶ sales dates pre-sales : 2024. 11. 13 (wed) 15:00 [kst] ~ ì†œì§„ ì‹œê¹œì§€ pre-orderâ€¯: 2024. 11. 13 (wed) 15:00 ~ 2024. 11. 20 (wed) 23:59 [kst] https://t.co/bkfphpqxox;aespa debut th anniversary official md sales notice sales dates pre sales wed kst pre order wed wed kst;['aespa', 'debut', 'th', 'anniversary', 'official', 'md', 'sales', 'notice', 'sales', 'dates', 'pre', 'sales', 'wed', 'kst', 'pre', 'order', 'wed', 'wed', 'kst'];['debut', 'th', 'anniversary', 'official', 'md', 'sales', 'notice', 'sales', 'dates', 'pre', 'sales', 'wed', 'kst', 'pre', 'order', 'wed', 'wed', 'kst'];['debut', 'th', 'anniversary', 'official', 'md', 'sales', 'notice', 'sales', 'dates', 'pre', 'sales', 'wed', 'kst', 'pre', 'order', 'wed', 'wed', 'kst'];debut th anniversary official md sales notice sales dates pre sales wed kst pre order wed wed kst
Mon Nov 11 01:07:59 +0000 2024;aespa ì—ìŠ¤íŒŒ 'Next Level' MV hits 300M views! Thank you MY for your love and support ï¸ https://t.co/dA1A7G9mrx #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #NextLevel #aespaNextLevel https://t.co/N6EymMtAq7;Informasi;aespa ì—ìš¤íœœ 'next level' mv hits 300m views! thank you my for your love and support ï¸ https://t.co/da1a7g9mrx #aespa #ã¦spa #ì—ìš¤íœœ #nextlevel #aespanextlevel https://t.co/n6eymmtaq7;aespa next level mv hits m views thank you my for your love and support aespa spa nextlevel aespanextlevel;['aespa', 'next', 'level', 'mv', 'hits', 'm', 'views', 'thank', 'you', 'my', 'for', 'your', 'love', 'and', 'support', 'aespa', 'spa', 'nextlevel', 'aespanextlevel'];['next', 'level', 'mv', 'hits', 'views', 'thank', 'love', 'support', 'nextlevel', 'aespanextlevel'];['next', 'level', 'mv', 'hits', 'views', 'thank', 'love', 'support', 'nextlevel', 'aespanextlevel'];next level mv hits views thank love support nextlevel aespanextlevel
Mon Nov 25 11:48:34 +0000 2024;aespa ì—ìŠ¤íŒŒ 'Armageddon' MV hits 100M views! Thank you MY for your love and support https://t.co/OEMogjJbof #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon https://t.co/oyqzFkgNs4;Interaksi Fandom;aespa ì—ìš¤íœœ 'armageddon' mv hits 100m views! thank you my for your love and support https://t.co/oemogjjbof #aespa #ã¦spa #ì—ìš¤íœœ #armageddon #aespaarmageddon https://t.co/oyqzfkgns4;aespa armageddon mv hits m views thank you my for your love and support aespa spa armageddon aespaarmageddon;['aespa', 'armageddon', 'mv', 'hits', 'm', 'views', 'thank', 'you', 'my', 'for', 'your', 'love', 'and', 'support', 'aespa', 'spa', 'armageddon', 'aespaarmageddon'];['armageddon', 'mv', 'hits', 'views', 'thank', 'love', 'support', 'armageddon', 'aespaarmageddon'];['armageddon', 'mv', 'hits', 'views', 'thank', 'love', 'support', 'armageddon', 'aespaarmageddon'];armageddon mv hits views thank love support armageddon aespaarmageddon
Fri Nov 29 22:05:23 +0000 2024;aespa and gidle have such a healthy respectful friendship and i just know some mys hate to see it;Interaksi Fandom;aespa and gidle have such a healthy respectful friendship and i just know some mys hate to see it;aespa and gidle have such a healthy respectful friendship and i just know some mys hate to see it;['aespa', 'and', 'gidle', 'have', 'such', 'a', 'healthy', 'respectful', 'friendship', 'and', 'i', 'just', 'know', 'some', 'mys', 'hate', 'to', 'see', 'it'];['gidle', 'healthy', 'respectful', 'friendship', 'know', 'mys', 'hate', 'see'];['gidle', 'healthy', 'respectful', 'friendship', 'know', 'mys', 'hate', 'see'];gidle healthy respectful friendship know mys hate see
